fit_tier,priority,company,legal_name,usdot,power_units,drivers,officer,phone,email,city,state,zip,address,safety_rating,hazmat,classdef,fit_score,suggested_plan,add_on,outreach_angle,safer_url
Starter,Medium,SLETTEN CONSTRUCTION COMPANY,SLETTEN CONSTRUCTION COMPANY,30018,5,6,JEREMY GARNESS,4067610887,jgarness@sletteninc.com,GREAT FALLS,MT,59401,1000 25TH ST N,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30018
Growth,Medium,HI-BALL TRUCKING INC,HI-BALL TRUCKING INC,30111,23,22,TANNER SMITH,4066566700,TANNER@hiballtrucking.com,BILLINGS,MT,59101,6925 COMMERCIAL AVENUE,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30111
Fleet,Medium,DICK IRVIN INC,DICK IRVIN INC,30115,66,60,JOSH  COMBS,4064345583,safety@dickirvininc.com,SHELBY,MT,59474,475 WILSON AVE,S,Yes,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30115
Fleet,High,BULK TRANSIT CORPORATION,BULK TRANSIT CORPORATION,30144,204,143,BRYAN  DEWOLF,6147333014,thamilton@bulktransit.com,PLAIN CITY,OH,43064,7177 INDUSTRIAL PARKWAY,S,No,AUTHORIZED FOR HIRE,55,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30144
Fleet,Medium,DSV ROAD TRANSPORT INC,DSV ROAD TRANSPORT INC,30161,421,340,JOHN  FARRIS,4067282600,road.mso.safety@us.dsv.com,MISSOULA,MT,59808,7211 TWO SMOKES WAY,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30161
Starter,Medium,SUHR TRANSPORT,SUHR TRANSPORT,30168,9,4,RICHARD MAUSETH,4067273200,ric@suhrtransport.com,GREAT FALLS,MT,59404-3286,1 HUFFMAN COURT,S,No,AUTHORIZED FOR HIRE,85,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30168
Growth,Medium,THE WAGGONERS TRUCKING,THE WAGGONERS TRUCKING,30176,30,30,DAVID WAGGONER,8009999097,tmeredith@waggonerstrucking.com,BILLINGS,MT,59101,5220 MIDLAND ROAD,S,Yes,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30176
Growth,Medium,J E WILLIAMS TRUCKING INC,J E WILLIAMS TRUCKING INC,30181,32,32,TONY POWE,4062487397,safety@jewilliamstrucking.com,BILLINGS,MT,59101,5044 MIDLAND ROAD STE B,None listed,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30181
Fleet,High,SBC TRANSPORTATION INC,SBC TRANSPORTATION INC,30226,213,223,STEVEN  P COOPER,3307832860,davisj@schwebels.com,YOUNGSTOWN,OH,44502,965 E MIDLOTHIAN BLVD,S,No,AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30226
Fleet,High,TALON LOGISTICS INC,TALON LOGISTICS INC,30237,197,357,GRAHAM WATKINS,4127198203,robert.losekamp@gianteagle.com,CRANBERRY TOWNSHIP,PA,16066,700 CRANBERRY WOODS DRIVE,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30237
Growth,Medium,TRANSPORT EXPRESS INC,TRANSPORT EXPRESS INC,30274,13,8,VICTOR FISHER,6208554460,transportdodge@hotmail.com,CIMARRON,KS,67835,314 S MAIN ST,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30274
Growth,Medium,INTERNATIONAL EXPRESS INC,INTERNATIONAL EXPRESS INC,30305,41,29,YOKO  MITSUI,8088416005,rusty@ixhawaii.com,HONOLULU,HI,96819,1220 MIKOLE STREET,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30305
Growth,Medium,HITCO MOVING & STORAGE,H KONO INC,30309,19,11,ANN SAKAMAKI,8089350010,HITCO001@HAWAII.RR.COM,HILO,HI,96720,144 MAKAALA STREET,S,Yes,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30309
Growth,High,MADDUX & SONS INC,MADDUX & SONS INC,30410,29,18,CLINTON R MADDUX,5203647564,sicedo@madduxsons.com,DOUGLAS,AZ,85607-1136,4000 NORTH LESLIE CANYON ROAD,S,No,OTHER-AZ MOTORCARRIER;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30410
Growth,High,TERESI TRUCKING LLC,TERESI TRUCKING LLC,30477,28,20,ANTHONY T TERESI,2093682472,ATTERESI@TERESITRUCKING.COM,LODI,CA,95240,900 ONE HALF EAST VICTOR RD,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30477
Fleet,High,YANDELL TRUCKAWAY INC,YANDELL TRUCKAWAY INC,30503,55,55,JASON RODRIGUES,9259889800,jrodrigues@yandelltruckaway.com,BENICIA,CA,94510,360 INDUSTRIAL COURT STE A,None listed,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30503
Fleet,Medium,NEVADA READY MIX CORP,NEVADA READY MIX CORP,30579,112,79,LARRY MILLER,7024294436,lmiller@nevadareadymix.com,HENDERSON,NV,89014,151 CASSIA WAY,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30579
Starter,Medium,O'BRIENS MOVING & STORAGE INC,O'BRIENS MOVING & STORAGE INC,30611,5,5,SEAN O'BRIEN,7753596683,sobrien@obriensmoving.com,SPARKS,NV,89431,2277 GLENDALE AVE,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30611
Fleet,Medium,PREFERRED BUILDING SYSTEMS,LAVALLEY BUILDING SUPPLY LLC,30773,56,46,LAWRENCE L HUOT,6038631050,JHEMINGWAY@LAVALLEYS.COM,NEWPORT,NH,03773,351 SUNAPEE STREET,None listed,No,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30773
Starter,Medium,WM PERRY TRUCKING INC,WM PERRY TRUCKING INC,30888,5,5,THOMAS PERRY,7818437732,WMPERTRUINCTWO@YAHOO.COM,BRAINTREE,MA,02184-2203,1 WARREN AVE,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30888
Starter,High,WESTERN CARRIERS INC,WESTERN CARRIERS INC,30924,8,4,TAD  FRANZMAN,2018693300,,NORTH BERGEN,NJ,07047,2220 91ST STREET,S,No,AUTHORIZED FOR HIRE,80,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30924
Growth,Medium,WESTWOOD CARTAGE INC,WESTWOOD CARTAGE INC,30925,23,43,CAROL MCCARTHY,8007253030,MGREEN@TRANSLEASEGROUP.COM,SPRINGFIELD,MA,01104,120 CARANDO DRIVE,S,No,AUTHORIZED FOR HIRE;U. S. MAIL,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=30925
Fleet,High,NORBET TRUCKING CORP,NORBET TRUCKING CORP,31051,106,42,JOHN  F RINGWOOD JR,8002205058,jringwood@marinoware.com,SOUTH PLAINFIELD,NJ,07080,400 METUCHEN ROAD,S,No,AUTHORIZED FOR HIRE,115,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31051
Growth,Medium,BRIDGEWATER FARM SUPPLY CO INC,BRIDGEWATER FARM SUPPLY CO INC,31259,15,6,ANNMARIE I QUIN,5086970357,bfsdispatch@comcast.net,BRIDGEWATER,MA,02324,1000 PLYMOUTH STREET,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31259
Starter,High,PRESIDENT CONTAINER INC,PRESIDENT CONTAINER INC,31550,10,10,LAWRENCE GROSSBARD,2019337500,NENGELS@PRESIDENTCONTAINER.COM,MOONACHIE,NJ,07074-1684,200 W COMMERCIAL AVE,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31550
Starter,High,SCHAAP MOVING SYSTEMS INC,SCHAAP MOVING SYSTEMS INC,31675,10,10,STEVEN SCHAAP,5184592220,,ALBANY,NY,12205,6 BROWN ROAD,C,No,OTHER-UNKNOWN;AUTHORIZED FOR HIRE,55,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31675
Growth,High,WADE TOURS INC,WADE TOURS INC,31678,29,56,GREGORY DELORENZO,5183554500,LAURIE@WADETOURS.COM,SCHENECTADY,NY,12306-1297,797 BURDECK ST,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31678
Fleet,High,HALL'S FAST MOTOR FREIGHT INC,HALL'S FAST MOTOR FREIGHT INC,31751,63,48,EDWARD RUNSER,9087566242,Ned.runser@americold.com,SOUTH PLAINFIELD,NJ,07080,601 KENTILE ROAD,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31751
Fleet,High,CLARK TRANSFER INC,CLARK TRANSFER INC,31782,107,128,JONATHAN DEULL,7172386581,mreiprich@clarktransfer.com,HARRISBURG,PA,17104,800-A PAXTON STREET,S,No,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31782
Fleet,High,REAGENT CHEMICAL & RESEARCH INC,REAGENT CHEMICAL & RESEARCH LLC,31816,499,176,FRANK  WOHLETZ,9082842800,dbuonavolonta@reagentchemical.com,RINGOES,NJ,08551,115 ROUTE 202,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,60,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31816
Growth,High,BOHRENS LOGISTICS BOHRENS FINE ART TRANSPORTATION,BOHRENS MOVING AND STORAGE INC,31912,19,23,DENISE HEWITT,6092081470,BOHRENSMOVING.COM,ROBBINSVILLE,NJ,08691,3 APPLEGATE DR SO,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31912
Growth,High,BOYLE TRANSPORTATION SERVICES LLC,BOYLE TRANSPORTATION SERVICES LLC,31929,38,33,MICHAEL ROSMINI,8569835666,MIKE.ROSMIN@BOYLETRANSPORTSERVICES.COM,MARLTON,NJ,08053,130 SHARP ROAD,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31929
Starter,High,BROADWAY MOVING & STORAGE INC,BROADWAY MOVING & STORAGE INC,31949,9,6,RICHARD N CROCKER,6093964561,info@broadwaymovers.com,TRENTON,NJ,08609,1000 NOTTINGHAM WAY,None listed,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=31949
Starter,High,BROOKNEAL POULTRY INC,BROOKNEAL POULTRY INC,32024,9,9,SHERRI DALTON,4343762382,WES@BROOKNEALPOULTRY.COM,BROOKNEAL,VA,24528-2502,102 BOOKER RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32024
Fleet,High,CROSBY TRUCKING SERVICE INC,CROSBY TRUCKING SERVICE INC,32052,96,75,MELISSA  BOSSERMAN,5402349268,mbosserman@crosbytrucking.com,MT SIDNEY,VA,24467,270 KEEZLETOWN ROAD,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32052
Starter,Medium,BRANDYWINE TRUCKS AND EQUIPMENT INC,BRANDYWINE TRUCKS AND EQUIPMENT INC,32169,6,6,HENRY MEINHARDT III,3013720083,melanie@brandywine-eqp.com,BRANDYWINE,MD,20613,14000 CRAIN HWY,S,Yes,AUTHORIZED FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32169
Fleet,High,APPALACHIAN FREIGHT CARRIERS INC,APPALACHIAN FREIGHT CARRIERS INC,32173,96,86,JEFF PENCE,5409848514,wruby@appalachianfreight.com,EDINBURG,VA,22824,12919 OLD VALLEY PIKE,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32173
Growth,Medium,MIDLAND IMPLEMENT CO INC,MIDLAND IMPLEMENT CO INC,32354,11,11,GARY PATES,4062487771,rpates@MIDLANDIMPLEMENT.COM,BILLINGS,MT,59101-3217,402 DANIELS ST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32354
Starter,High,ROBERT GRIM WELDING COMPANY INC,ROBERT GRIM WELDING COMPANY INC,32451,5,4,ROBERT WILLIAM GRIM,3304264149,grimcraneservice@COMCAST.NET,EAST PALESTINE,OH,44413-1048,1415 BROOKDALE AVE,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32451
Fleet,High,BRANCH CIVIL INC,BRANCH CIVIL INC,32509,90,87,CHRIS CALDWELL,5403668853,CHRISc@BRANChcivil.COM,ROANOKE,VA,24019,3635 PETERS CREEK RD,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32509
Fleet,High,DAVENPORT ENERGY,DAVENPORT ENERGY LLC,32551,127,94,LEWIS  WALL,4344320251,tyeatts@davenportenergy.com,CHATHAM,VA,24531-0879,108 S  MAIN STREET,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32551
Growth,High,E E LYONS CONSTRUCTION CO INC,E E LYONS CONSTRUCTION CO INC,32637,30,11,JAMES A LYONS,7037592171,KATHYFOREAKER@AOL.COM,VIENNA,VA,22182,9325 LEEBURG PIKE,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,60,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32637
Growth,High,INTERSTATE VAN LINES INC,INTERSTATE VAN LINES INC,32658,25,15,"KENNETH  MORRISSETTE, JR",7035692121,safety@invan.com,WEST SPRINGFIELD,VA,22152-1099,5801 ROLLING ROAD,S,Yes,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32658
Starter,Medium,KEILHOLTZ TRUCKING SERVICE INC,KEILHOLTZ TRUCKING SERVICE INC,32697,10,8,DONALD  KEILHOLTZ,3012712358,kts2go@verizon.net,THURMONT,MD,21788,300 EYLER ROAD,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32697
Fleet,Medium,KELLER BUS SERVICE,KELLER TRANSPORTATION INC,32700,99,64,ERNEST  KELLER III,3018431881,ckeller.kellerbus@comcast.net,WALDORF,MD,20601,4472 GALLANT GREEN RD,S,No,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",50,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32700
Starter,High,FARMER'S GIN & STORAGE COMPANY INC,FARMER'S GIN & STORAGE COMPANY INC,32720,10,10,ALISA  HOLLEY,4782525311,farm_gin@bellsouth.net,WADLEY,GA,30477,52 S  MARTIN LUTHER KING BLVD,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32720
Fleet,High,B BRENNTAG,BRENNTAG NORTHEAST LLC,32866,63,58,JT  HILL,6109264151,mail@natc-inc.com,READING,PA,19605,81 W HULLER LANE,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=32866
Growth,Medium,MCELROY METAL INC,MCELROY METAL INC,33048,42,43,IAN   MCELROY,3187478000,shunter@mcelroymetal.com,BOSSIER CITY,LA,71111,1500 HAMILTON ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=33048
